job_id,Title,Company,Experience,Location,Description,Posted_Date,Skills_Listed,Job_URL,source,date_scraped
Data Analyst-Senior II_FedEx,Data Analyst-Senior II,FedEx,5 - 7 Years,"Pune, India","Job Description
             We are seeking a strategic commercial leader with deep expertise in enterprise pricing and a passion for innovation. In this role, you will shape pricing strategies for global customers, deliver actionable insights to management, and spearhead process improvements that drive sustainable growth. You will act as a thought leader, leveraging financial modeling and business planning skills to influence critical decisions, while collaborating across regions and functions ",Posted 13 days ago,"Business Planning, Enterprise Pricing, Financial Modeling, Power Bi, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst-P&C_ValueM,Senior Data Analyst-P&C,ValueMomentum,4 - 8 Years,"Hyderabad, India","Job Description
             Job ResponsibilitiesUtilize knowledge of insurance data models, specifically Guidewire and Duckcreek, to interpret and analyze complex data structures.Collaborate with stakeholders to ensure data models align with business needs and analytical requirements.Perform data cleansing and validation to ensure data accuracy, consistency, and completeness.Implement data enrichment processes to enhance datasets, providing deeper insights and more reliable analyses.Conduct tho",Posted 12 days ago,"snowflake, AWS, Sql, Databricks, Nosql, Azure, Duckcreek, Guidewire",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst_myYogaTeacher,Data Analyst,myYogaTeacher,2 - 4 Years,"Bengaluru, India","Job Description
             About MyYogaTeacherWe are a startup in the wellness and healthcare space, connecting students across multiplecountries with expert yoga and fitness teachers from India for live, personalised sessions - andwe're looking to break new growth boundaries.Our decisions are heavily guided by data, and this role is core to how we grow. We are lookingfor someone who is passionate about contributing to that growth and propelling MyYogaTeacherto newer heights.We encourage you t",Posted a day ago,"ClickHouse, Power Bi, PostgreSQL, Tableau, Redshift, Sql, Numpy, Pandas, MySQL, Python, AWS, Statistical Analysis",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst Intern_um it priv,Data Analyst Intern,um it private limited,Fresher,India,"Job Description
             Data Analyst InternCompany: Web X UMLocation: RemoteDuration: 3 MonthsEmployment Type: Internship (Full-time opportunity based on performance)For College Students Only!Performance based stipend up-to 7500.00/-This is a structured Career Launch Internship Program designed to help students gain practical project experience, mentorship, and industry exposure. The program includes guided learning resources, project evaluations, certificates, and performance-based opportu",Posted a day ago,"Excel, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst Internship _ Exce,Data Analyst Internship | Excel | SQL | Dashboarding,Argo Internet,Fresher,India,"Job Description
             Data Analyst Internship | Excel | SQL | DashboardingCompany: ARGOJob Type: InternshipLocation: Remote / Work From HomeExperience: Freshers / Entry LevelAbout the RoleARGO is looking for a motivated Data Analyst Intern interested in data analysis, reporting, and dashboard development. This internship provides practical exposure to Excel, SQL, data visualization, and business insights.Key ResponsibilitiesCollect, clean, and analyze datasets using Excel and SQL.Create i",Posted a day ago,"Analytical Problem-Solving Skills, Data Analysis, Data Cleaning, Data Visualization, Dashboarding, Excel, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst II (Sharepoint/ P,Data Analyst II (Sharepoint/ PowerApps/ Power Automate Developer),SNC Lavalin Fayez Engineering,Fresher,"Bengaluru, India","Job Description
             Job DescriptionOverviewAs a SharePoint Developer, you utilize your in-depth technical knowledge of the SharePoint Platform along with Power Platform for developing, testing and managing the SharePoint sites & PowerApps application. Design, customise and execute exceptional SharePoint-developed websites as per the user needs and requirements. Create custom designs and intranets for the user as per the basic needs.Your roleAs a SharePoint Developer, you utilize your in",Posted a day ago,"Sharepoint, Powerapps, Web Api, Javascript, CSS, Power Automate, Power Platform, Xml, Sql, Azure DevOps",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Executive Data Analyst (Ops St,Executive Data Analyst (Ops Strategy),RentoMojo,Fresher,"Noida, India","Job Description
             About The RoleWe are looking for a Data Analyst Executive to sit at the centre of how operations performs andwhat it costs. From last-mile delivery and warehousing to fleet and vendor management, you willbuild the reporting and analysis that tells us what is working, what is slipping, and where moneyis leaking.This is not a passive reporting role. You will own recurring dashboards, dig into performanceand cost deviations, and build the analysis that supports network,",Posted 2 days ago,"Metabase, MongoDB aggregation pipelines, AI tools for analytics, google apps script, google sheets, Advanced Excel, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst_FamPay,Data Analyst,FamPay,Fresher,India,"Job Description
             About Fam (previously FamPay)Fam is India's first payments app for everyone above 11. FamApp helps make online and offline payments through UPI and FamCard. We are on a mission to raise a new, financially aware generation, and drive 250 million+ young users in India to kickstart their financial journey super early in their life.We're reimagining how the next generation experiences fintech-going beyond payments to build a lifestyle brand that blends money, identity, a",Posted 2 days ago,"dashboarding tools, large-scale databases, Payment Gateways, Excel, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
DATA ANALYST INTERNSHIP AT PUN,DATA ANALYST INTERNSHIP AT PUNE,Maxgen Technologies Private Limited,Fresher,"Pune, Yavatmal, Ratnagiri","Job Description
             Maxgen Technologies Pvt ltd offering internships in Pune .the interns will get live project internships in data analyst and data analysis program.What makes us perfectsupportive management .professional services .inspiring work culture.online or offline options.call us 9099039845,9975064558.visit us www.maxgentechnologies.com .Address 6th Floor, Konark Icon, 601, above Maruti Suzuki, Magarpatta, Pune, Maharashtra",Posted 2 days ago,"Data Analyst, Internship, DATA ANALYST TABLEAU, Powerbi, Data Analytics, Python, Tableau",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst - Operations_Krol,Data Analyst - Operations,Kroll,1 - 3 Years,"Bengaluru, India","Job Description
             Kroll is seeking a detail-oriented and analytical Data Analyst - Operations, to support their service line Operations teams in driving operational excellence across a global consulting practice.This role is ideal for an early-career professional who enjoys working with data, improving processes, supporting business operations, and collaborating with stakeholders across multiple functions. The Operations Analyst will help ensure the accuracy of operational data, suppo",Posted 2 days ago,"Salesforce, Power Bi, Advanced Excel, Data Analytics",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
"Data Analyst, AVP_NatWest Grou","Data Analyst, AVP",NatWest Group,Fresher,"Bengaluru, India","Job Description
             Join us as a Data AnalystTake on a new challenge in a cutting-edge team, in which you'll contribute to the analysis of complex bank, franchise or function data to identify business issues and opportunitiesWe'll look to you to provide high quality analytical input to help develop and implement innovative processes and problem resolution across the bankThis is a hands-on rolein which you'll honeyour data analysis expertise and gain valuable experience in a dynamic area",Posted 2 days ago,"Data analysis tools, Advanced Excel, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Quality Data Analyst (Data Tes,Quality Data Analyst (Data Testing/ PowerBI/ SQL and Six Sigma/ Lean),SNC Lavalin Fayez Engineering,Fresher,"Bengaluru, India","Job Description
             Job DescriptionOverviewA Data-Driven Quality Analyst is responsible for monitoring, analyzing, and improving quality performance through data analytics, process audits, and continuous improvement initiatives. The role focuses on identifying trends, ensuring compliance with quality standards, and providing actionable insights to enhance operational efficiency and customer satisfaction.Your roleCollect, validate, and analyze quality-related data from projects, processe",Posted a day ago,"data visualization tools, Power Bi, Excel, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Process and Data Analys,Senior Process and Data Analyst,Fidelity International,4 - 6 Years,"Gurugram, India, Gurugram","Job Description
             About your roleJoin the GCSS Functional Admin team to play a pivotal role in functional administration, business operations, analysis and support for GC-owned technology platforms. This dynamic techno-functional role combines technical expertise, providing first-line support for cloud-based, and AI/ML-enabled systems with deep functional knowledge in Risk and Compliance. The business processes include KYC (Know your client) and ASL (Authorised Signatory List).Respons",Posted 20 days ago,"Process Analysis, Process improvement, Technical understanding of enterprise systems, Stakeholder Management, Data Analysis, Advanced Microsoft Excel, Operational Excellence, Power Bi, Power Query",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Sr Data Analyst_Gartner,Sr Data Analyst,Gartner,3 - 5 Years,"Gurugram, India","Job Description
             Global Sales & Services Operations (GSSO) is the team that helps shape Gartner's mission-critical sales and services priorities and works with sales and services leaders to drive tactical and analytical insights. As an associate on the GSSO team, you'll be at the forefront of the ongoing transformation of Gartner's sales and services teams, which are delivering approximately $4.9B in annual revenue and working to drive sustained double-digit growth. You will partner ",Posted 15 days ago,"Powerpoint, Ai, GenAI, Advanced Excel, Outlook, Sql, Python, Microsoft Office, Advanced Analytics",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst-Digital Banking K,Data Analyst-Digital Banking Kotak 811-Regional Sales,Kotak Mahindra Bank Limited,4 - 10 Years,"Mumbai, India","Job Description
             Data Analyst/ Business Analyst Analyst is an Individual Contributor role where you would be required to build Automated business reports using SQL, Python, BI Tool. You will also perform deep data explorations to identify problem areas What You'll Do . You will work closely with internal 811 Teams to identify, define, collect, and track key business metrics for products or business processes. . You will pull data required to conduct business analysis, build reports, ",Posted 17 days ago,"Datastudio, Bi Tools, Sql, Power Bi, Qlikview, Python, Excel, Tableau, Sap Bo",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Functional Data Analyst_Tata C,Functional Data Analyst,Tata Consultancy Services,7 - 9 Years,India,"Job Description
             Position: Functional Data AnalystExperience: 7+ YearsLocation: VishakhapatnamEmployment Type: Full-TimeJD:-Required Skills7+ years of experience in Data Analysis, Business Analysis, or Functional Consulting.Strong understanding of:Data GovernanceData Quality ManagementData MappingData ValidationData ReconciliationExperience with:SQLAdvanced ExcelPower BI / TableauReporting & Analytics ToolsKnowledge of ETL processes and data migration methodologies.Strong analytical ",Posted 17 days ago,"Reporting Analytics Tools, Data Quality Management, Data Mapping, ETL processes, data migration methodologies, Data Validation, Power Bi, Advanced Excel, Tableau, Sql, data reconciliation, Data Governance",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst - Data Architect ,"Data Analyst - Data Architect with SAP SD / OTC (Snowflake, DBT)",Siemens,10 - 12 Years,"Bengaluru, India","Job Description
             Leverage advanced analytical data methods, models, and algorithms using visualization tools and data warehouses with a business-oriented mindset to enrich and analyze data. This role has a strategic focus on the uplift of scalable business process modelling from Zone-level to Headquarters-level, while solving business-specific, scalable questions, improving transparency, and addressing reporting issues to generate new business opportunities enabled by data-driven ins",Posted 15 days ago,"data visualization tools, Analytical Techniques, Databases, visualization software, data warehouses, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst_Tokopedia,Senior Data Analyst,Tokopedia,3 - 8 Years,Bengaluru,"Job Description
             Create business impact by working on strategic initiatives in Gojek focussed on analysis and experimentation.Build maintain dashboards for tracking business performance and product adoption.Deliver insight, analysis using statistical tools, data visualization, and business use case to product and business team.Partner closely with Product Managers and Business teams to help them make decisions.Handle Gojek Product and Business team in identifying product or business ",Posted 2 days ago,"experimentation, Product Analytics, Data Visualization, Dashboarding, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst_Agiliad Technolog,Data Analyst,Agiliad Technologies,7 - 12 Years,Gurugram,"Job Description
             Leadership and Team Management:Lead, mentor, and develop a team of data analysts and data scientists.Foster a collaborative and innovative team environment.Conduct predictive analysis to identify trends, patterns, and insights from large data sets.Develop and implement machine learning models and algorithms for predictive analytics.Strategic Planning:Develop and implement the data analytics strategy aligned with the company's goals.Identify opportunities for leveragi",Posted 2 days ago,"Data Analytics Leadership, SQL/Python/R, Data Visualization (Tableau/Power BI), Machine Learning, Data Governance, Predictive Analysis",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst (Revenue A,Senior Data Analyst (Revenue Analytics),FedEx,6 - 10 Years,"Mumbai, India","Job Description
             Role Overview :We are looking for a highly analytical and strategic thinker to join our team as a Senior Analyst – Pricing and Marketing Analytics. This role will own analytics for complex pricing, build solutions, and enable pricing teams to optimize and deliver pricing excellence to enable long-term business growth.The ideal candidate brings strong problem-solving rigor, attention to detail, and is comfortable to work in ambiguity. Has the ability to translate high",Posted 23 days ago,"Looker, Power Bi, Tableau, Adobe Analytics, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
"Data/Business Analyst, Credit ","Data/Business Analyst, Credit Risk Change",Deutsche Bank,Fresher,"Pune, India","Job Description
              Data/Business Analyst, Credit Risk Change Position OverviewJob Title: Data/Business Analyst, Credit Risk ChangeCorporate Title: AVPLocation: Pune, IndiaRole DescriptionYou will be joining the Design & Analysis team within Credit Risk Change. The team has subject matter experts, business architects, business analysts and data analysts working together on strategic and regulatory change initiatives for the global Credit Risk Management function, part of CRO.The role i",Posted 16 hours ago,"AI tools, Data Analysis, Credit Risk, Process Analysis, Confluence, Access, Excel, JIRA, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst_Atlys,Senior Data Analyst,Atlys,3 - 6 Years,"Delhi, India","Job Description
             About AtlysOur mission is to enable every person on Earth to travel freely.Travel should feel exciting. Instead, too much of it is still defined by paperwork, uncertainty, and processes that were never designed for travellers.Atlys is changing that.We're building an AI-first platform that removes friction and uncertainty from travel. To date, we've processed visas for 1M+ travellers across 127 countries. But we're still early.The RoleWe're looking for a Senior Data A",Posted 13 days ago,"Metabase, Looker Studio, Power Bi, Tableau, Sql, Python",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst (Auth0)_Ok,Senior Data Analyst (Auth0),Okta,5 - 7 Years,"Bengaluru, India","Job Description
             Secure Every Identity, from AI to HumanIdentity is the key to unlocking the potential of AI. Okta secures AI by building the trusted, neutral infrastructure that enables organizations to safely embrace this new era. This work requires a relentless drive to solve complex challenges with real-world stakes. We are looking for builders and owners who operate with speed and urgency and execute with excellence.This is an opportunity to do career-defining work. We're all in",Posted 13 days ago,"Cloud based data warehouse technologies, snowflake, dbt, Streamlit, DuckDB, Looker, Parquet, omni, Sigma, Tableau, Databricks, Sql, Kafka, data engineering, BigQuery, Powerbi, Python, Git",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Master Data Analyst Job Detail,Master Data Analyst Job Details | Vestas,Veeva,4 - 7 Years,India,"Job Description
             Vestas has a prominent position in wind technology and a Defining-force in the development of the wind power industry. Vestas core business comprises of Development, Manufacturing, Sales, Marketing and Service of Wind Turbines. Come and Join us at Vestas!Vestas Technology & Operations Supply Chain Performance ManagementAt Vestas, VTO - Supply chain, we are constantly optimizing the service supply chain in order to deliver on time to our customers, and at the same tim",Posted 7 days ago,"S 4 Hana, Ms Excel, Sap Mm",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst-Data Management a,Data Analyst-Data Management and Analytics-Data Ops/Data Analyst,Exl,5 - 9 Years,"Pune, India","Job Description
             5 - 9 years of professional experience as a Data Analyst with good decision-making, analytical and problem-solving skills. Working knowledge / experience of Big Data frameworks like Hadoop, Hive and Spark. Hands-on experience in query languages like HQL or SQL (Spark SQL) for Data exploration. Data mapping: Determine the data mapping required to join multiple data sets together across multiple sources. Documentation - Data Mapping, Subsystem Design, Technical Design,",Posted 9 days ago,"Data Schema Analysis, Data Mapping, Data Quality Validation, Pyspark, Spark SQL, Qlik Sense, Data Cleaning, Data Management, Data Modeling, Hadoop, Hql, Tableau, Sql, Hive, Gcp, Spark, Agile, Azure, Python, data preparation, AWS",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
CX Data Analyst_Multitude,CX Data Analyst,Multitude,3 - 5 Years,"Gurugram, India","Job Description
             About The RoleWe are looking for a highly analytical and detail-oriented Data Analyst to join our Customer Experience & Collections (CUX) team. This role plays a critical part in supporting business decisions through data-driven insights, operational reporting, and performance analysis across Customer Operations and Collections.The ideal candidate has strong analytical capabilities, excellent Power BI and Excel skills, and experience working with large datasets to bu",Posted 8 days ago,"Relational Databases, Dashboard development, Power Bi, Data Modelling, Data Warehousing, Power Query, Dax, Microsoft Excel, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst-Power BI_Persiste,Data Analyst-Power BI,Persistent Systems,6 - 10 Years,"Pune, India","Job Description
             About Position:We are looking for an experienced Data Analyst having strong knowledge of MS SQL, Data Modeling & Integration, and Statistics. You will help us build scalable, efficient cloud infrastructure. You'll implement monitoring for automated system health checks. You'll build our CI pipeline, and train and guide the team.Role: Data Analyst-Power BILocation: All Persistent LocationExperience: 6 to 10 YearsJob Type: Full-Time EmploymentWhat You'll Do:Design, dev",Posted 12 days ago,"Data Warehousing, Sql, Power Bi, Etl, Dax, Power Query, Data Modeling",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst_ServiceChannel,Data Analyst,ServiceChannel,4 - 8 Years,"Itanagar, India","Job Description
             The Data Analyst will focus on advanced analytics, predictive modeling, and scalable BI development to support Sales leadership with forward-looking insights. This role is responsible for building and maintaining predictive, repeatable reporting frameworks across forecasting, top-of-funnel performance, and core sales KPIs.Advanced Analytics & Predictive ModelingDesign and maintain predictive models to support revenue forecasting, pipeline movement, deal progression, ",Posted 8 days ago,"BI Dashboards, Scalable Reporting, Forecasting Logic, Predictive Modeling, Statistical Analysis",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Distribution Client Data Analy,Distribution Client Data Analyst,"Ameriprise Financial Services, LLC",3 - 5 Years,"Gurugram, Gurugram, India","Job Description
             About Our CompanyAmeriprise India LLP has been providing client based financial solutions to help clients plan and achieve their financial objectives for 20 years. We are part of Ameriprise Financial Inc., a US financial planning company headquartered in Minneapolis with a global presence and diversified financial services leader with more than $1.5 trillion in assets under management, administration and advisement as of year-end 2024. The firm's focus areas include ",Posted 13 days ago,"Salesforce, Master data management, Taxonomy, CRM platforms, Funds and products, Business data management, Client hierarchies, AUM flows, Distribution platforms, Asset management data domains, AI assistants, mandates, Transfer agency data, Data management and governance, Process Design, Microsoft Office, Data Quality, Sql, Metadata Management, Excel, Python",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst_KPI Partne,Senior Data Analyst,KPI Partners,7 - 9 Years,"Bengaluru, India","Job Description
             Job DescriptionKPI Partners is seeking a talented and experienced Senior Power BI Developer specializing in DAX to join our dynamic team. As a Senior Power BI Developer, you will play a crucial role in designing and implementing impactful data visualization solutions that drive business decisions and foster data-driven culture within the organization.Key Responsibilities:- Develop, maintain, and optimize Power BI reports and dashboards using DAX to provide actionable",Posted 12 days ago,"ETL processes, Power Bi, Data Visualization, Dax, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst_Anaplan,Data Analyst,Anaplan,5 - 7 Years,"Gurugram, India, Gurugram","Job Description
             At Anaplan, we are a team of innovators focused on optimizing business decision-making through our leading AI-infused scenario planning and analysis platform so our customers can outpace their competition and the market.What unites Anaplanners across teams and geographies is our collective commitment to our customers success and to our Winning Culture.Our customers rank among the who's who in the Fortune 50. Coca-Cola, LinkedIn, Adobe, LVMH and Bayer are just a few o",Posted 12 days ago,"Power Query M Code, Sql, Power Bi, Dax",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Lead Data Analyst_U.S. Bank,Lead Data Analyst,U.S. Bank,7 - 10 Years,"Chennai, India","Job Description
             At U.S. Bancorp India, we're on a journey to do our best. We believe it takes all of us to bring our shared ambition to life, and each person is unique in their potential. A career with U.S. Bancorp India gives you a wide, ever-growing range of opportunities to discover what makes you thrive at every stage of your career. Try new things, learn new skills and discover what you excel at—all from Day One.Job DescriptionRole Description: The Independent Risk Review and A",Posted 12 days ago,"SAS, Sql, Python",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Lead Data Analyst_Exl,Lead Data Analyst,Exl,7 - 9 Years,"Pune, India","Job Description
             Must-Have 7+ years of professional experience as a Lead Data Analyst with good decision-making, analytical and problem-solving skills. SQL, Pyspark, Python with ESG / Banking Domain experience. Hands-on experience in HQL or SQL (Spark SQL) for Data exploration. Documentation - Data Mapping, Subsystem Design, Technical Design, Business Requirements. Exposure to Logical to Physical Mapping, Data Processing Flow to measure the consistency, etc. Understanding of ER Diagr",Posted 13 days ago,"Agile framework, Logical to Physical Mapping, Data Mapping, Subsystem Design, ER Diagram, Technical Design, Data Processing Flow, Pyspark, Spark SQL, Data Modelling, Data Cleaning, Data Management, Hql, Sql, Data Quality, Business Requirements, Python, data preparation",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Remote Data Analyst_Turing,Remote Data Analyst,Turing,3 - 5 Years,"Kolkata, India","Job Description
             About Turing:Based in San Francisco, California, Turing is the world's leading research accelerator for frontier AI labs and a trusted partner for global enterprises deploying advanced AI systems. Turing supports customers in two ways: first, by accelerating frontier research with high-quality data, advanced training pipelines, plus top AI researchers who specialize in coding, reasoning, STEM, multilinguality, multimodality, and agents; and second, by applying that e",Posted 12 days ago,"analytical code, evaluation metrics, ML outputs, large complex datasets, Python, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Prices Data Analyst - Mumbai_A,Prices Data Analyst - Mumbai,Argus Media,2 - 4 Years,"Mumbai, India","Job Description
             Argus is where smart people belong and where they can grow. We answer the challenge of illuminating markets and shaping new futures.What We're Looking ForWe are seeking a proactive, detail-oriented, and enthusiastic Prices Data Analyst to join our Price Data Operations team. This role is perfect for someone passionate about data and eager to contribute to delivering market intelligence to the global energy and commodity markets.You'll collaborate closely with experie",Posted 8 days ago,"Data Validation, Ms Excel, Powerbi, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Business Data Analyst_Exl,Business Data Analyst,Exl,3 - 6 Years,"Hyderabad, India","Job Description
             Role: Business Data AnalystLocation – GurugramExp : 3-6 YearsMust-Have3-6 years of work experience in large-scale Data applications doing Data Analysis, Data Mapping, and Data Transformations.  Experience in Snowflake, Any relational DB , BRD creation, requirements gathering Very good Verbal & Written communication & tracking skills SQL, business requirement gatherings, Source-to-target mappings (STTM) writing Should have exposure to data consolidation, transformatio",Posted 13 days ago,"STTM writing, snowflake, Data Vault 2.0, Data Analysis, Data Transformations, Any relational DB, Data Mapping, Data Modeling, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Big Data Analyst_Dataeconomy,Big Data Analyst,Dataeconomy,5 - 7 Years,"Hyderabad, India","Job Description
             Who are we looking forWe are looking for self-motivated hands-on Data Analyst for state street's AML Transformation program. Candidate will closely work with Technical and business teams in an agile fashion to develop Technical solution for AML Transaction Monitoring and other compliance Program.What will you be responsible for Evaluate organizational methods and provide source-to-target mappings and information-model specification documents for data sets.  Work dire",Posted 8 days ago,"Nosql, S3, Data Quality, Hadoop, Pyspark, BigData, Databricks, Data Governance, Data mining, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
"Senior Data Analyst, IT PLM Pl","Senior Data Analyst, IT PLM Platform",Allegion,7 - 9 Years,"Bengaluru, India","Job Description
             Creating Peace of Mind by Pioneering Safety and SecurityAt Allegion, we help keep the people you know and love safe and secure where they live, work and visit. With more than 40 brands, 14,000+ employees globally and products sold in 130 countries, we specialize in security around the doorway and beyond. Additionally, Allegion is proud to be recognized with the 2026 Gallup Exceptional Workplace Award (GEWA) for the third consecutive year, earning distinction in both ",Posted 9 days ago,"R, Windchill PLM, Azure Fabric, Power Bi, Sql, Python",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
GIS/Data Analyst_wsp in india,GIS/Data Analyst,wsp in india,3 - 5 Years,"Bengaluru, India","Job Description
             Job DescriptionWSP is currently initiating a search for a GIS/Data Analysis Specialist to be based out of either our Noida, Bengaluru or Manila offices. This role is within WSP's Singapore-Earth and Environment Business line.The GIS / Data Analysis Specialist will be responsible for designing, implementing, and maintaining GIS-enabled environmental monitoring databases and digital field data collection systems. The role will support Environmental Monitoring and Manag",Posted 12 days ago,"GIS Database Development, Environmental Monitoring, Arcgis, Data Management, Qgis, Power Bi, Data Analytics, Python",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Sr. Data Analyst - R/Shiny Job,Sr. Data Analyst - R/Shiny Job,Yash Technologies,3 - 6 Years,"Pune, India","Job Description
             YASH Technologies is a leading technology integrator specializing in helping clients reimagine operating models, enhance competitiveness, optimize costs, foster exceptional stakeholder experiences, and drive business transformation.At YASH, we're a cluster of the brightest stars working with cutting-edge technologies. Our purpose is anchored in a single truth – bringing real positive changes in an increasingly virtual world and it drives us beyond generational gaps a",Posted 8 days ago,"regulatory-compliant workflows, analytics platforms, R Shiny",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Senior Data Analyst II_RELX,Senior Data Analyst II,RELX,5 - 8 Years,India,"Job Description
             Sr Data Analyst II (Content Flow Analytics)Would you like to be part of a team that delivers high-quality software to our customersAre you a highly visible champion with a can do attitude and enthusiasm that inspires othersAbout our Team:-Elsevier Health applies innovation, facilitates insights, and helps drive more informed decision-making for our customers across global health. We support health providers by providing accessible, trusted evidence-based information;",Posted 13 days ago,"snowflake, Power Bi, Scala, Tableau, Knime, Databricks, Sql, Python",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
EDI Data Analyst_McCormick & C,EDI Data Analyst,McCormick & Company,3 - 5 Years,"Gurugram, Gurugram, India","Job Description
             At McCormick, we bring our passion for flavor to work each day. We encourage growth, respect everyone's contributions and do what's right for our business, our people, our communities and our planet. Join us on our quest to make every meal and moment better.Founded in Baltimore, MD in 1889 in a room and a cellar by 25-year-old Willoughby McCormick with three employees, McCormick is a global leader in flavour. With over 14,000 employees around the world and more than ",Posted 8 days ago,"data synchronization, Sales Distribution, Finance, Billing, Order Management, Purchasing, Master Data Administration, Production, tradacoms, Disbursements, Logistics, Planning, Data Analysis, X12, Database Applications, Microsoft Office Suite, SAP, Quality, Edifact, Edi, Seeburger",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Westfield Data Analyst_Exl,Westfield Data Analyst,Exl,3 - 6 Years,"Gurugram, Gurugram, India","Job Description
             Role: Business Data AnalystLocation – GurugramExp : 3-6Must-Have3-6 years of work experience in large-scale Data applications doing Data Analysis, Data Mapping, and Data Transformations.  Experience in Snowflake, Any relational DB , requirements gathering Very good Verbal & Written communication & tracking skills SQL Should have exposure to data consolidation, transformation, and standardization Experience with  Insurance (Property and Casualty Insurance - P&C) Domai",Posted 11 days ago,"Data Vault 2.0, Data Analysis, Data Transformations, Data Mapping, Data Modeling, Sql",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
Data Analyst-Healthcare_Persis,Data Analyst-Healthcare,Persistent Systems,6 - 10 Years,"Pune, India","Job Description
             About Position:We are looking for an experienced Data Analyst having strong knowledge on MS SQL, Healthcare Data Modeling & Integration, Statistics. You will help us build scalable, efficient cloud infrastructure. You'll implement monitoring for automated system health checks. You'll build our CI pipeline, and train and guide the team.Role: Data Analyst-HealthcareLocation: All Persistent LocationExperience: 6 to 10 YearsJob Type: Full-Time EmploymentWhat You'll Do:He",Posted 13 days ago,"Healthcare Data Modeling, Microsoft Visio, draw.io, snowflake, Statistics, Integration, MS SQL, MySQL",https://www.foundit.in/srp/results?query=data+analyst,Foundit,2026-08-15
